序位	詞彙	詞頻	百萬詞頻	常用詞標V
3003338	假人樓	1	0.001	
3003339	李中爽	1	0.001	
3003340	炮碩	1	0.001	
3003341	美媽寶版	1	0.001	
3003342	粟粟	1	0.001	
3003343	永桶版	1	0.001	
3003344	圖片獄	1	0.001	
3003345	唷姆咪	1	0.001	
3003346	圖乓粉	1	0.001	
3003347	阿斯外流	1	0.001	
3003348	清新妝	1	0.001	
3003349	影片商	1	0.001	
3003350	塑補	1	0.001	
3003351	雙眼門	1	0.001	
3003352	雙關洞	1	0.001	
3003353	謝亦菲	1	0.001	
3003354	斯巴達章	1	0.001	
3003355	尹齊	1	0.001	
3003356	海軍派	1	0.001	
3003357	入來桃	1	0.001	
3003358	埋頭工作	1	0.001	
3003359	讚肉肉	1	0.001	
3003360	咖帥	1	0.001	
3003361	退伍妹	1	0.001	
3003362	搞不道	1	0.001	
3003363	懋懋仙	1	0.001	
3003364	送分題業	1	0.001	
3003365	優乃	1	0.001	
3003366	優奶奶	1	0.001	
3003367	貴正	1	0.001	
3003368	舞蹈型	1	0.001	
3003369	瘦身茶	1	0.001	
3003370	蝦訊	1	0.001	
3003371	彩花型	1	0.001	
3003372	代巨歐派	1	0.001	
3003373	開端讚	1	0.001	
3003374	天肥龍	1	0.001	
3003375	丟高賽	1	0.001	
3003376	棒紅	1	0.001	
3003377	淫亂版	1	0.001	
3003378	香巨	1	0.001	
3003379	小美書	1	0.001	
3003380	響姊	1	0.001	
3003381	韓又素	1	0.001	
3003382	阿嘶神木麗舒	1	0.001	
3003383	哈瑟琴	1	0.001	
3003384	賽阿斯	1	0.001	
3003385	塑漂	1	0.001	
3003386	爆勵	1	0.001	
3003387	賽評乾	1	0.001	
3003388	正人生	1	0.001	
3003389	正物	1	0.001	
3003390	二馬文	1	0.001	
3003391	戶田有村	1	0.001	
3003392	架餅	1	0.001	
3003393	偷加辣	1	0.001	
3003394	滷粉	1	0.001	
3003395	推墊	1	0.001	
3003396	耐斯垂	1	0.001	
3003397	堅尖	1	0.001	
3003398	塑眼妝	1	0.001	
3003399	變曲球	1	0.001	
3003400	大奶手	1	0.001	
3003401	嘰嘰趴	1	0.001	
3003402	換飯	1	0.001	
3003403	合攤	1	0.001	
3003404	宜靜雯	1	0.001	
3003405	陳靜雯	1	0.001	
3003406	安靜雯	1	0.001	
3003407	威鼻山根	1	0.001	
3003408	鬥有門	1	0.001	
3003409	綠荳湯	1	0.001	
3003410	阿葛力	1	0.001	
3003411	晃動圖	1	0.001	
3003412	尚好香	1	0.001	
3003413	珠讚	1	0.001	
3003414	親和版	1	0.001	
3003415	羨慕園	1	0.001	
3003416	歐噴德	1	0.001	
3003417	万中选一	1	0.001	
3003418	呆一布	1	0.001	
3003419	小荳子	1	0.001	
3003420	乎乎乎	1	0.001	
3003421	大奶清秀	1	0.001	
3003422	戰將桶	1	0.001	
3003423	腋王	1	0.001	
3003424	普聞腋	1	0.001	
3003425	舔女版	1	0.001	
3003426	口罩襪	1	0.001	
3003427	白娥	1	0.001	
3003428	怡真	1	0.001	
3003429	尼宣	1	0.001	
3003430	海料料	1	0.001	
3003431	啊莎	1	0.001	
3003432	書面版	1	0.001	
3003433	巨乳文	1	0.001	
3003434	留言機機	1	0.001	
3003435	塑來塑去	1	0.001	
3003436	亻本	1	0.001	
3003437	林欣海	1	0.001	
3003438	咬嚨	1	0.001	
3003439	林欣瓜	1	0.001	
3003440	隆乳值	1	0.001	
3003441	林欣嗨	1	0.001	
3003442	麻辣鍋版	1	0.001	
3003443	小偵	1	0.001	
3003444	心侍	1	0.001	
3003445	死苦水	1	0.001	
3003446	插香拜	1	0.001	
3003447	薄荷貓	1	0.001	
3003448	門門門歐	1	0.001	
3003449	乓毛	1	0.001	
3003450	兒夏	1	0.001	
3003451	腎索	1	0.001	
3003452	晶莖	1	0.001	
3003453	黑豹紋	1	0.001	
3003454	內灣岸	1	0.001	
3003455	射精蟲	1	0.001	
3003456	交配上	1	0.001	
3003457	東照美	1	0.001	
3003458	大乓尬	1	0.001	
3003459	真香市原薰	1	0.001	
3003460	石敏魚	1	0.001	
3003461	大壯樓	1	0.001	
3003462	新宓	1	0.001	
3003463	正川津	1	0.001	
3003464	張正第	1	0.001	
3003465	粵田咲奧	1	0.001	
3003466	透抽筋	1	0.001	
3003467	爆巨版	1	0.001	
3003468	小馮正	1	0.001	
3003469	史東勒	1	0.001	
3003470	史東腳	1	0.001	
3003471	劉芳岑	1	0.001	
3003472	台潔西卡	1	0.001	
3003473	卡哭雅撒馬	1	0.001	
3003474	白子誒	1	0.001	
3003475	門門門	1	0.001	
3003476	玉琳耶	1	0.001	
3003477	香爆樓	1	0.001	
3003478	藏硬	1	0.001	
3003479	閃二姊	1	0.001	
3003480	張軒瑞	1	0.001	
3003481	春宇	1	0.001	
3003482	經淫	1	0.001	
3003483	貝香	1	0.001	
3003484	唄推	1	0.001	
3003485	哇塞門	1	0.001	
3003486	封城味	1	0.001	
3003487	媽祖費	1	0.001	
3003488	合照費	1	0.001	
3003489	浮気山	1	0.001	
3003490	阿太太太太	1	0.001	
3003491	奶撒	1	0.001	
3003492	因坊秀策	1	0.001	
3003493	根本晴美	1	0.001	
3003494	連電王	1	0.001	
3003495	周品延	1	0.001	
3003496	腋腹肌	1	0.001	
3003497	正並木優	1	0.001	
3003498	釣婆	1	0.001	
3003499	哥托哥	1	0.001	
3003500	長油	1	0.001	
3003501	魏立	1	0.001	
3003502	路哺	1	0.001	
3003503	哺普	1	0.001	
3003504	大間乃	1	0.001	
3003505	賽柏勒斯	1	0.001	
3003506	鏡子頭	1	0.001	
3003507	腋腋腋	1	0.001	
3003508	青筯奶	1	0.001	
3003509	腰垂	1	0.001	
3003510	釣出口	1	0.001	
3003511	深田惠美	1	0.001	
3003512	門門門門卡	1	0.001	
3003513	余懶趴	1	0.001	
3003514	邵雨微	1	0.001	
3003515	石勾爹斯	1	0.001	
3003516	游擊妆	1	0.001	
3003517	妆髮	1	0.001	
3003518	廉价感	1	0.001	
3003519	黑夜風	1	0.001	
3003520	黃蕾蕾	1	0.001	
3003521	黃依依	1	0.001	
3003522	兒童街	1	0.001	
3003523	塑把	1	0.001	
3003524	大一世	1	0.001	
3003525	阿北門勒	1	0.001	
3003526	美第	1	0.001	
3003527	雍垂	1	0.001	
3003528	秀婷讚	1	0.001	
3003529	香平	1	0.001	
3003530	西卡超	1	0.001	
3003531	掛滾騷	1	0.001	
3003532	婆婆幣	1	0.001	
3003533	板橋環	1	0.001	
3003534	橋本圓奈	1	0.001	
3003535	汐世讚	1	0.001	
3003536	汐世珩	1	0.001	
3003537	老有奶	1	0.001	
3003538	熊春梅	1	0.001	
3003539	成年人板	1	0.001	
3003540	葉美優	1	0.001	
3003541	嗚嗚秒	1	0.001	
3003542	塑化兔	1	0.001	
3003543	貝莉莓兔	1	0.001	
3003544	彈圓	1	0.001	
3003545	等分頭	1	0.001	
3003546	支土味	1	0.001	
3003547	淫成	1	0.001	
3003548	鳳書姐	1	0.001	
3003549	記門	1	0.001	
3003550	英雌片	1	0.001	
3003551	艾鯊鯊	1	0.001	
3003552	美谷美谷	1	0.001	
3003553	特文圖	1	0.001	
3003554	塑化煙	1	0.001	
3003555	液壓版	1	0.001	
3003556	小隻翼舞	1	0.001	
3003557	大翼舞	1	0.001	
3003558	史提夫樂	1	0.001	
3003559	頂佑之	1	0.001	
3003560	馮媛	1	0.001	
3003561	正妹感	1	0.001	
3003562	彭丹王	1	0.001	
3003563	肥宅擠	1	0.001	
3003564	撫媚滾	1	0.001	
3003565	乾大過年	1	0.001	
3003566	武藤葛	1	0.001	
3003567	花面大帝	1	0.001	
3003568	鞋奶	1	0.001	
3003569	相婆	1	0.001	
3003570	賽綸金	1	0.001	
3003571	卡奶特	1	0.001	
3003572	普不普門	1	0.001	
3003573	塑塑妹	1	0.001	
3003574	流川楓騷	1	0.001	
3003575	流川命	1	0.001	
3003576	兜豆靓	1	0.001	
3003577	內風兒	1	0.001	
3003578	妍衣	1	0.001	
3003579	成星莉子	1	0.001	
3003580	井噴香	1	0.001	
3003581	風間枉	1	0.001	
3003582	塞噬亡	1	0.001	
3003583	何日傑	1	0.001	
3003584	曹宴郡	1	0.001	
3003585	虎哥樓	1	0.001	
3003586	北一阿	1	0.001	
3003587	北一紅	1	0.001	
3003588	變塑膠	1	0.001	
3003589	茉日	1	0.001	
3003590	長珠	1	0.001	
3003591	陰球	1	0.001	
3003592	接龍王	1	0.001	
3003593	八雲樓	1	0.001	
3003594	芳沢	1	0.001	
3003595	福士加代子	1	0.001	
3003596	煥粉肥	1	0.001	
3003597	炒作鍊	1	0.001	
3003598	姿濕	1	0.001	
3003599	規恩	1	0.001	
3003600	放大是	1	0.001	
3003601	斷極	1	0.001	
3003602	儀雲	1	0.001	
3003603	天極刃	1	0.001	
3003604	雙化現	1	0.001	
3003605	凰香奈芽感	1	0.001	
3003606	尹秋君	1	0.001	
3003607	紫荊洗	1	0.001	
3003608	霹靂劇	1	0.001	
3003609	咪卡殺	1	0.001	
3003610	哈玄宗	1	0.001	
3003611	莎莎房	1	0.001	
3003612	亞原	1	0.001	
3003613	洪姊逆	1	0.001	
3003614	昀管	1	0.001	
3003615	虛榮色色	1	0.001	
3003616	大葉玉娜	1	0.001	
3003617	楓版皇	1	0.001	
3003618	利魯姆	1	0.001	
3003619	拋錨圖	1	0.001	
3003620	圖庫皮亞	1	0.001	
3003621	頂闆娘	1	0.001	
3003622	卡感恩	1	0.001	
3003623	阿哈哈桶	1	0.001	
3003624	安妮亞香	1	0.001	
3003625	大五短	1	0.001	
3003626	恩斌仙	1	0.001	
3003627	律師婆	1	0.001	
3003628	砥婆	1	0.001	
3003629	耿扯	1	0.001	
3003630	耿普羅	1	0.001	
3003631	溢銀幫	1	0.001	
3003632	討人厭噓	1	0.001	
3003633	意淫仔樓	1	0.001	
3003634	吉利幫	1	0.001	
3003635	林香滾	1	0.001	
3003636	避邪圖	1	0.001	
3003637	溫妮普	1	0.001	
3003638	太外星	1	0.001	
3003639	塑塑界	1	0.001	
3003640	上白歌	1	0.001	
3003641	中出遊	1	0.001	
3003642	左日妹	1	0.001	
3003643	腋卡	1	0.001	
3003644	垂服	1	0.001	
3003645	白川白	1	0.001	
3003646	奶鐵碗	1	0.001	
3003647	多少八	1	0.001	
3003648	森理世	1	0.001	
3003649	復代	1	0.001	
3003650	布置子	1	0.001	
3003651	爆豪大	1	0.001	
3003652	三斤型	1	0.001	
3003653	泱讚	1	0.001	
3003654	雪芙婆	1	0.001	
3003655	雪乳鴨	1	0.001	
3003656	隱乳阿	1	0.001	
3003657	伊泱	1	0.001	
3003658	泡芙乓	1	0.001	
3003659	婆麻油雞	1	0.001	
3003660	皇穿	1	0.001	
3003661	路易吉冬子	1	0.001	
3003662	蛇姬蛇	1	0.001	
3003663	雪寶香	1	0.001	
3003664	普狼妹	1	0.001	
3003665	香歐派	1	0.001	
3003666	鄭知書	1	0.001	
3003667	一絕真	1	0.001	
3003668	薛蕾倫	1	0.001	
3003669	祖瑜	1	0.001	
3003670	瑤姊妹	1	0.001	
3003671	張子蕾	1	0.001	
3003672	月翠	1	0.001	
3003673	閃電襪	1	0.001	
3003674	老睿寶	1	0.001	
3003675	翻板求門	1	0.001	
3003676	大四樓	1	0.001	
3003677	榆化	1	0.001	
3003678	詹子瑜	1	0.001	
3003679	皇板皇	1	0.001	
3003680	碗公噁奶	1	0.001	
3003681	怖來亂	1	0.001	
3003682	交替妝	1	0.001	
3003683	濃微	1	0.001	
3003684	廁臉	1	0.001	
3003685	現任婆	1	0.001	
3003686	液化成	1	0.001	
3003687	遮整	1	0.001	
3003688	巨頭髮	1	0.001	
3003689	爆乳派對	1	0.001	
3003690	臭矮子	1	0.001	
3003691	內內卡稱	1	0.001	
3003692	乓歐	1	0.001	
3003693	狂賀樓	1	0.001	
3003694	大象系	1	0.001	
3003695	爆乳樓	1	0.001	
3003696	肉遮	1	0.001	
3003697	阿瑪資	1	0.001	
3003698	膚皮	1	0.001	
3003699	彈讚	1	0.001	
3003700	倍白石	1	0.001	
3003701	茵芙圖	1	0.001	
3003702	白晝版	1	0.001	
3003703	蔭芙	1	0.001	
3003704	強尖	1	0.001	
3003705	狼谷台	1	0.001	
3003706	働不能	1	0.001	
3003707	黑特歐娜斯	1	0.001	
3003708	黑特歐納斯	1	0.001	
3003709	門紀霧	1	0.001	
3003710	真表特	1	0.001	
3003711	美正樓	1	0.001	
3003712	水泥門	1	0.001	
3003713	精溶	1	0.001	
3003714	宮瀬	1	0.001	
3003715	彎骨	1	0.001	
3003716	毛正	1	0.001	
3003717	香美叡	1	0.001	
3003718	方晨仙	1	0.001	
3003719	招含	1	0.001	
3003720	正正正純	1	0.001	
3003721	水拍	1	0.001	
3003722	阿斯社	1	0.001	
3003723	扯門	1	0.001	
3003724	密碼業	1	0.001	
3003725	超塑城	1	0.001	
3003726	栀	1	0.001	
3003727	樓下寶	1	0.001	
3003728	帕瓦耶香	1	0.001	
3003729	帕瓦阿爾托利亞	1	0.001	
3003730	退伍版	1	0.001	
3003731	罡昰症	1	0.001	
3003732	男人洲	1	0.001	
3003733	葉牛奶業	1	0.001	
3003734	過來文	1	0.001	
3003735	順勢桶	1	0.001	
3003736	亂嘔	1	0.001	
3003737	板規米分	1	0.001	
3003738	夾拍	1	0.001	
3003739	性情樓	1	0.001	
3003740	延長相	1	0.001	
3003741	太城	1	0.001	
3003742	蕭卉君	1	0.001	
3003743	黑髮仙	1	0.001	
3003744	婷仙	1	0.001	
3003745	塞橘子	1	0.001	
3003746	塞壘球	1	0.001	
3003747	壯推	1	0.001	
3003748	羅壁琳	1	0.001	
3003749	腹特	1	0.001	
3003750	欸門	1	0.001	
3003751	性感門	1	0.001	
3003752	霞阿斯	1	0.001	
3003753	肉腳臉	1	0.001	
3003754	知恩感	1	0.001	
3003755	青加敢	1	0.001	
3003756	奈歲	1	0.001	
3003757	靜芸求	1	0.001	
3003758	哩金罵	1	0.001	
3003759	正紗夏	1	0.001	
3003760	正紗夏婆	1	0.001	
3003761	變變身	1	0.001	
3003762	極幹	1	0.001	
3003763	巨人碼	1	0.001	
3003764	芳尼	1	0.001	
3003765	凶怪	1	0.001	
3003766	禿歐	1	0.001	
3003767	優動圖	1	0.001	
3003768	扁維拉誤	1	0.001	
3003769	巧芯普	1	0.001	
3003770	太太型	1	0.001	
3003771	滴晃	1	0.001	
3003772	大大利歐	1	0.001	
3003773	呦豪	1	0.001	
3003774	肉肉界	1	0.001	
3003775	胸顏	1	0.001	
3003776	歐短	1	0.001	
3003777	求門奶	1	0.001	
3003778	輸阿寧	1	0.001	
3003779	鈴木桃	1	0.001	
3003780	道美琉	1	0.001	
3003781	在社	1	0.001	
3003782	佐倉寧寧	1	0.001	
3003783	碼賽克版	1	0.001	
3003784	母女樓	1	0.001	
3003785	小坂魚	1	0.001	
3003786	坂魚	1	0.001	
3003787	優質魚	1	0.001	
3003788	鴨界	1	0.001	
3003789	喜番牛郎	1	0.001	
3003790	張風書	1	0.001	
3003791	麥當勞美	1	0.001	
3003792	卡骷顱	1	0.001	
3003793	露思批	1	0.001	
3003794	楊洋正	1	0.001	
3003795	酸虞	1	0.001	
3003796	貧白鹿	1	0.001	
3003797	夕正	1	0.001	
3003798	無遮版	1	0.001	
3003799	哇婆	1	0.001	
3003800	馬加加	1	0.001	
3003801	大正正正	1	0.001	
3003802	雪嫩	1	0.001	
3003803	抖音單	1	0.001	
3003804	中暑姐	1	0.001	
3003805	到帥	1	0.001	
3003806	葵丁冬卡	1	0.001	
3003807	超正仙	1	0.001	
3003808	薄馬王	1	0.001	
3003809	高咬肉	1	0.001	
3003810	恭喜頭	1	0.001	
3003811	刺青表	1	0.001	
3003812	巢姓	1	0.001	
3003813	結素	1	0.001	
3003814	退伍普	1	0.001	
3003815	某祈	1	0.001	
3003816	對霸凌	1	0.001	
3003817	宿喬	1	0.001	
3003818	娜珉娜珉	1	0.001	
